10	0.056835339	0.362637261	3.250790571	11.87462187
20	0.064732473	0.444396051	3.951325098	13.85330812
30	0.069605902	0.473666983	4.26402571	14.68781082
40	0.066550523	0.484412945	4.359096188	15.00882167
50	0.064382061	0.479377838	4.357867437	15.14447656
60	0.066559761	0.473717137	4.308539225	15.15554918
70	0.058758315	0.463773625	4.240022173	15.06098749
80	0.062547513	0.45625198	4.160501795	14.89915862
90	0.060586263	0.447013251	4.081708637	14.70280527
100	0.055008711	0.4404102	4.005460089	14.46390759
110	0.059296801	0.431642646	3.926896579	14.22161467
120	0.059893359	0.424882536	3.853109492	13.93913723
130	0.055153891	0.421763805	3.775343153	13.66175364
140	0.056063246	0.415217506	3.706783867	13.39283141
150	0.053653257	0.409216292	3.646879949	13.13737726
160	0.051854345	0.407544082	3.574465474	12.86233766
170	0.053826154	0.398567997	3.510377732	12.58105995
180	0.055763647	0.398900591	3.441831644	12.29335207
190	0.053434167	0.392338454	3.37710643	12.02254712
200	0.052486538	0.388786823	3.311271249	11.75213217
210	0.053134569	0.384861683	3.252800655	11.48919267
220	0.0523242	0.380423134	3.192280382	11.23994892
230	0.049770352	0.37667221	3.125857882	10.99295019
240	0.049621212	0.373484848	3.067313378	10.76085683
250	0.051276264	0.370533735	3.010396209	10.51138145
260	0.045874248	0.36664423	2.951492715	10.27041693
270	0.044409249	0.365616091	2.895106113	10.05112053
280	0.049307095	0.359306039	2.845602365	9.812418831
290	0.042525868	0.357586316	2.791704941	9.596537456
300	0.04556409	0.35363478	2.74396447	9.376829268
