30	2.10	5.38	12.47	22.17	13.78	5.90	1.94
60	2.38	7.44	13.94	22.33	14.45	6.69	3.05
90	3.80	7.68	13.46	21.38	14.73	7.84	3.68
120	3.84	8.20	13.66	19.84	13.66	8.39	4.39
150	4.24	8.47	12.99	18.89	14.25	8.20	4.71
180	3.92	8.31	12.00	17.70	13.38	8.00	5.42
210	4.32	8.20	11.64	16.79	12.83	8.28	4.75
240	3.88	8.08	11.36	15.05	12.31	7.52	4.83
270	4.20	7.72	10.81	14.29	10.81	7.01	4.20
300	4.79	7.44	10.14	12.87	10.57	6.93	5.27
